STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,MLY-GRDD-BASE40,Completeness Flag,MLY-GRDD-BASE45,Completeness Flag,MLY-GRDD-BASE50,Completeness Flag,MLY-GRDD-BASE55,Completeness Flag,MLY-GRDD-BASE57,Completeness Flag,MLY-GRDD-BASE60,Completeness Flag,MLY-GRDD-BASE65,Completeness Flag,MLY-GRDD-BASE70,Completeness Flag,MLY-GRDD-BASE72,Completeness Flag,MLY-GRDD-TB4886,Completeness Flag,MLY-GRDD-TB5086,Completeness Flag,MLY-TMIN-PRBOCC-LSTH016,Completeness Flag,MLY-TMIN-PRBOCC-LSTH020,Completeness Flag,MLY-TMIN-PRBOCC-LSTH024,Completeness Flag,MLY-TMIN-PRBOCC-LSTH028,Completeness Flag,MLY-TMIN-PRBOCC-LSTH032,Completeness Flag,MLY-TMIN-PRBOCC-LSTH036,Completeness Flag,MLY-CLDD-BASE45,Completeness Flag,MLY-CLDD-BASE50,Completeness Flag,MLY-CLDD-BASE55,Completeness Flag,MLY-CLDD-BASE57,Completeness Flag,MLY-CLDD-BASE60,Completeness Flag,MLY-CLDD-NORMAL,Completeness Flag,MLY-CLDD-BASE70,Completeness Flag,MLY-CLDD-BASE72,Completeness Flag,MLY-HTDD-BASE40,Completeness Flag,MLY-HTDD-BASE45,Completeness Flag,MLY-HTDD-BASE50,Completeness Flag,MLY-HTDD-BASE55,Completeness Flag,MLY-HTDD-BASE57,Completeness Flag,MLY-HTDD-BASE60,Completeness Flag,MLY-HTDD-NORMAL,Completeness Flag,MLY-PRCP-25PCTL,Completeness Flag,MLY-SNOW-25PCTL,Completeness Flag,MLY-PRCP-50PCTL,Completeness Flag,MLY-SNOW-50PCTL,Completeness Flag,MLY-PRCP-75PCTL,Completeness Flag,MLY-SNOW-75PCTL,Completeness Flag,MLY-PRCP-NORMAL,Completeness Flag,MLY-SNOW-NORMAL,Completeness Flag,MLY-SNOW-AVGNDS-GE001TI,Completeness Flag,MLY-SNOW-AVGNDS-GE010TI,Completeness Flag,MLY-SNOW-AVGNDS-GE100TI,Completeness Flag,MLY-SNOW-AVGNDS-GE030TI,Completeness Flag,MLY-SNOW-AVGNDS-GE050TI,Completeness Flag,MLY-PRCP-AVGNDS-GE001HI,Completeness Flag,MLY-PRCP-AVGNDS-GE010HI,Completeness Flag,MLY-PRCP-AVGNDS-GE050HI,Completeness Flag,MLY-PRCP-AVGNDS-GE100HI,Completeness Flag,MLY-SNWD-AVGNDS-GE001WI,Completeness Flag,MLY-SNWD-AVGNDS-GE010WI,Completeness Flag,MLY-SNWD-AVGNDS-GE003WI,Completeness Flag,MLY-SNWD-AVGNDS-GE005WI,Completeness Flag,MLY-TMAX-AVGNDS-GRTH100,Completeness Flag,MLY-TMAX-AVGNDS-GRTH040,Completeness Flag,MLY-TMAX-AVGNDS-GRTH050,Completeness Flag,MLY-TMAX-AVGNDS-GRTH060,Completeness Flag,MLY-TMAX-AVGNDS-GRTH070,Completeness Flag,MLY-TMAX-AVGNDS-GRTH080,Completeness Flag,MLY-TMAX-AVGNDS-GRTH090,Completeness Flag,MLY-TMAX-AVGNDS-LSTH032,Completeness Flag,MLY-TMIN-AVGNDS-LSTH000,Completeness Flag,MLY-TMIN-AVGNDS-LSTH010,Completeness Flag,MLY-TMIN-AVGNDS-LSTH020,Completeness Flag,MLY-TMIN-AVGNDS-LSTH032,Completeness Flag,MLY-TMIN-AVGNDS-LSTH040,Completeness Flag,MLY-TMIN-AVGNDS-LSTH050,Completeness Flag,MLY-TMIN-AVGNDS-LSTH060,Completeness Flag,MLY-TMIN-AVGNDS-LSTH070,Completeness Flag,MLY-TAVG-NORMAL,Completeness Flag,MLY-DUTR-NORMAL,Completeness Flag,MLY-TMAX-NORMAL,Completeness Flag,MLY-TMIN-NORMAL,Completeness Flag,MLY-TAVG-STDDEV,Completeness Flag,MLY-DUTR-STDDEV,Completeness Flag,MLY-TMAX-STDDEV,Completeness Flag,MLY-TMIN-STDDEV,Completeness Flag
GHCND:USC00357554,SANTIAM JUNCTION OR US,1143,44.4356,-121.9433,201002,5,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,12,R,8,R,876,R,977,R,998,R,1000,R,1000,R,1000,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,240,R,375,R,515,R,655,R,711,R,795,R,935,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,723,Q,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,0,R,136,R,40,R,3,R,0,R,0,R,0,R,47,R,5,R,21,R,77,R,255,R,280,R,280,R,280,R,280,R,316,R,167,R,400,R,232,R,37,R,29,R,42,R,38,R
GHCND:USC00357554,SANTIAM JUNCTION OR US,1143,44.4356,-121.9433,201003,23,R,4,R,-7777,R,-7777,R,0,R,0,R,0,R,0,R,0,R,35,R,26,R,606,R,878,R,997,R,1000,R,1000,R,1000,R,4,R,-7777,R,-7777,R,0,R,0,R,0,R,0,R,0,R,173,R,309,R,461,R,615,R,677,R,770,R,925,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,669,Q,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,0,R,194,R,81,R,17,R,0,R,0,R,0,R,18,R,0,R,5,R,44,R,271,R,310,R,310,R,310,R,310,R,352,R,183,R,443,R,260,R,25,R,28,R,35,R,21,R
GHCND:USC00357554,SANTIAM JUNCTION OR US,1143,44.4356,-121.9433,201004,74,R,29,R,8,R,2,R,1,R,-7777,R,-7777,R,0,R,0,R,81,R,68,R,264,R,587,R,914,R,999,R,1000,R,1000,R,29,R,8,R,2,R,1,R,-7777,R,-7777,R,0,R,0,R,104,R,209,R,338,R,482,R,541,R,630,R,780,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,532,Q,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,0,R,223,R,124,R,63,R,16,R,2,R,0,R,7,R,0,R,2,R,17,R,215,R,297,R,300,R,300,R,300,R,390,R,205,R,493,R,287,R,27,R,33,R,39,R,22,R
GHCND:USC00357554,SANTIAM JUNCTION OR US,1143,44.4356,-121.9433,201005,219,R,121,R,58,R,20,R,11,R,4,R,1,R,-7777,R,-7777,R,180,R,158,R,0,R,27,R,365,R,891,R,999,R,1000,R,121,R,58,R,20,R,11,R,4,R,1,R,-7777,R,-7777,R,26,R,83,R,175,R,291,R,344,R,431,R,582,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,350,Q,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,0,R,297,R,216,R,134,R,59,R,13,R,1,R,1,R,0,R,0,R,1,R,109,R,267,R,310,R,310,R,310,R,463,R,243,R,584,R,341,R,27,R,37,R,43,R,17,R
GHCND:USC00357554,SANTIAM JUNCTION OR US,1143,44.4356,-121.9433,201006,362,R,229,R,120,R,48,R,31,R,15,R,3,R,-7777,R,-7777,R,266,R,237,R,0,R,0,R,34,R,299,R,794,R,991,R,229,R,120,R,48,R,31,R,15,R,3,R,-7777,R,-7777,R,4,R,20,R,61,R,140,R,182,R,256,R,394,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,327,Q,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,0,R,298,R,263,R,211,R,114,R,23,R,1,R,0,R,0,R,0,R,0,R,35,R,183,R,290,R,300,R,300,R,519,R,266,R,653,R,386,R,25,R,29,R,36,R,21,R
GHCND:USC00357554,SANTIAM JUNCTION OR US,1143,44.4356,-121.9433,201007,589,R,434,R,286,R,159,R,117,R,66,R,16,R,1,R,-7777,R,432,R,398,R,0,R,0,R,0,R,38,R,378,R,817,R,434,R,286,R,159,R,117,R,66,R,16,R,1,R,-7777,R,-7777,R,-7777,R,7,R,35,R,55,R,97,R,202,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,74,Q,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,0,R,310,R,308,R,291,R,230,R,119,R,13,R,0,R,0,R,0,R,0,R,5,R,117,R,287,R,309,R,310,R,590,R,338,R,759,R,421,R,36,R,42,R,53,R,27,R
GHCND:USC00357554,SANTIAM JUNCTION OR US,1143,44.4356,-121.9433,201008,592,R,438,R,290,R,160,R,118,R,69,R,20,R,3,R,1,R,441,R,407,R,0,R,0,R,0,R,42,R,371,R,823,R,438,R,290,R,160,R,118,R,69,R,20,R,3,R,1,R,0,R,1,R,8,R,33,R,53,R,97,R,203,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,79,Q,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,0,R,310,R,308,R,289,R,233,R,128,R,15,R,0,R,0,R,0,R,0,R,12,R,135,R,283,R,309,R,310,R,591,R,348,R,765,R,417,R,21,R,33,R,31,R,21,R
GHCND:USC00357554,SANTIAM JUNCTION OR US,1143,44.4356,-121.9433,201009,403,R,266,R,149,R,66,R,44,R,21,R,4,R,-7777,R,-7777,R,323,R,293,R,0,R,42,R,226,R,584,R,890,R,994,R,266,R,149,R,66,R,44,R,21,R,4,R,-7777,R,-7777,R,3,R,15,R,49,R,116,R,154,R,221,R,353,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,184,Q,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,0,R,299,R,283,R,238,R,157,R,46,R,5,R,0,R,0,R,0,R,0,R,60,R,204,R,288,R,299,R,300,R,534,R,317,R,692,R,375,R,24,R,35,R,33,R,27,R
GHCND:USC00357554,SANTIAM JUNCTION OR US,1143,44.4356,-121.9433,201010,174,R,84,R,30,R,6,R,2,R,-7777,R,-7777,R,0,R,0,R,161,R,139,R,81,R,324,R,744,R,972,R,1000,R,1000,R,84,R,30,R,6,R,2,R,-7777,R,-7777,R,0,R,0,R,38,R,102,R,204,R,335,R,393,R,484,R,639,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,510,Q,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,0,R,284,R,210,R,127,R,50,R,4,R,0,R,6,R,0,R,0,R,5,R,164,R,279,R,310,R,310,R,310,R,444,R,246,R,567,R,321,R,29,R,42,R,46,R,21,R
GHCND:USC00357554,SANTIAM JUNCTION OR US,1143,44.4356,-121.9433,201011,24,R,4,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,28,R,20,R,518,R,804,R,963,R,998,R,1000,R,1000,R,4,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,183,R,312,R,458,R,607,R,667,R,757,R,907,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,1034,Q,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,0,R,159,R,63,R,13,R,-7777,R,0,R,0,R,31,R,1,R,6,R,40,R,241,R,295,R,299,R,300,R,300,R,348,R,151,R,423,R,272,R,33,R,31,R,34,R,39,R
GHCND:USC00357554,SANTIAM JUNCTION OR US,1143,44.4356,-121.9433,201012,1,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,4,R,3,R,904,R,994,R,1000,R,1000,R,1000,R,1000,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,336,R,490,R,645,R,800,R,862,R,955,R,1110,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,1012,Q,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,0,R,86,R,11,R,0,R,0,R,0,R,0,R,92,R,8,R,26,R,98,R,287,R,310,R,310,R,310,R,310,R,292,R,132,R,358,R,226,R,31,R,35,R,33,R,38,R
GHCND:USC00357675,SENECA OR US,1420.4,44.1383,-118.975,201001,1,S,-7777,S,0,S,0,S,0,S,0,S,0,S,0,S,0,S,1,S,1,S,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-7777,S,0,S,0,S,0,S,0,S,0,S,0,S,0,S,520,S,674,S,829,S,984,S,1046,S,1139,S,1294,S,77,R,52,P,125,R,91,P,191,R,162,P,133,R,112,P,61,P,46,P,0,P,17,P,5,P,116,S,46,S,3,S,0,S,-9999, ,-9999, ,-9999, ,-9999, ,0,S,84,S,4,S,0,S,0,S,0,S,0,S,93,S,66,S,134,S,218,S,296,S,310,S,310,S,310,S,310,S,233,S,237,S,351,S,114,S,57,S,44,S,41,S,75,S
GHCND:USC00357675,SENECA OR US,1420.4,44.1383,-118.975,201002,3,C,-7777,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,8,C,5,C,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-7777,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,388,C,525,C,665,C,805,C,861,C,945,C,1085,C,68,R,45,P,87,R,70,P,138,R,94,P,106,R,78,P,43,S,33,S,0,S,8,S,2,S,101,C,39,C,2,C,0,C,-9999, ,-9999, ,-9999, ,-9999, ,0,C,133,C,27,C,2,C,0,C,0,C,0,C,47,C,42,C,105,C,186,C,268,C,280,C,280,C,280,C,280,C,263,C,261,C,393,C,132,C,52,C,43,C,41,C,69,C
GHCND:USC00357675,SENECA OR US,1420.4,44.1383,-118.975,201003,20,C,4,C,-7777,C,0,C,0,C,0,C,0,C,0,C,0,C,41,C,30,C,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,4,C,-7777,C,0,C,0,C,0,C,0,C,0,C,0,C,220,C,359,C,510,C,665,C,727,C,820,C,975,C,74,R,10,P,99,R,40,P,161,R,103,P,132,R,63,P,30,S,22,S,0,S,5,S,2,S,113,S,48,S,2,S,0,S,-9999, ,-9999, ,-9999, ,-9999, ,0,C,230,C,97,C,19,C,1,C,0,C,0,C,10,C,6,C,31,C,127,C,285,C,309,C,310,C,310,C,310,C,336,C,247,C,459,C,212,C,34,C,41,C,37,C,42,C
GHCND:USC00357675,SENECA OR US,1420.4,44.1383,-118.975,201004,82,C,30,C,7,C,1,C,-7777,C,-7777,C,0,C,0,C,0,C,103,C,86,C,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,30,C,7,C,1,C,-7777,C,-7777,C,0,C,0,C,0,C,97,C,195,C,322,C,466,C,525,C,615,C,765,C,86,S,0,P,117,S,2,P,145,S,22,P,117,S,14,P,12,C,7,C,0,C,1,C,0,C,107,C,44,C,2,C,0,C,-9999, ,-9999, ,-9999, ,-9999, ,0,C,267,C,164,C,81,C,22,C,-7777,C,0,C,2,C,0,C,2,C,52,C,240,C,298,C,300,C,300,C,300,C,395,C,264,C,527,C,263,C,29,C,37,C,41,C,26,C
GHCND:USC00357675,SENECA OR US,1420.4,44.1383,-118.975,201005,233,C,128,C,57,C,20,C,12,C,5,C,-7777,C,0,C,0,C,209,C,183,C,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,128,C,57,C,20,C,12,C,5,C,-7777,C,0,C,0,C,21,C,70,C,155,C,273,C,327,C,412,C,563,C,106,S,0,P,148,S,0,P,218,S,0,P,161,S,4,P,3,C,2,C,0,C,-7777,C,0,C,96,C,57,C,8,C,1,C,-9999, ,-9999, ,-9999, ,-9999, ,0,C,309,C,258,C,160,C,72,C,16,C,0,C,0,C,0,C,0,C,10,C,147,C,261,C,308,C,310,C,310,C,468,C,285,C,611,C,326,C,23,C,41,C,38,C,21,C
GHCND:USC00357675,SENECA OR US,1420.4,44.1383,-118.975,201006,404,S,264,S,146,S,64,S,42,S,20,S,4,S,1,S,-7777,S,331,S,300,S,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,264,S,146,S,64,S,42,S,20,S,4,S,1,S,-7777,S,2,S,12,S,44,S,112,S,150,S,218,S,352,S,61,C,0,C,133,C,0,C,170,C,0,C,136,C,0,C,0,C,0,C,0,C,0,C,0,C,76,C,44,C,4,C,1,C,-9999, ,-9999, ,-9999, ,-9999, ,0,C,300,C,293,C,246,C,154,C,54,C,1,C,0,C,0,S,0,S,1,S,64,S,216,S,292,S,299,S,300,S,534,S,330,S,699,C,369,S,21,S,38,S,35,C,21,S
GHCND:USC00357675,SENECA OR US,1420.4,44.1383,-118.975,201007,614,C,460,C,311,C,179,C,133,C,78,C,22,C,4,C,2,C,492,C,459,C,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,460,C,311,C,179,C,133,C,78,C,22,C,4,C,2,C,-7777,C,1,C,8,C,30,C,47,C,84,C,183,C,22,S,0,C,44,S,0,C,93,S,0,C,60,S,0,C,0,C,0,C,0,C,0,C,0,C,40,S,18,S,2,S,0,S,-9999, ,-9999, ,-9999, ,-9999, ,2,C,310,C,310,C,304,C,270,C,185,C,38,C,0,C,0,C,0,C,0,C,36,C,181,C,297,C,310,C,310,C,598,C,418,C,807,C,389,C,34,C,39,C,48,C,27,C
GHCND:USC00357675,SENECA OR US,1420.4,44.1383,-118.975,201008,567,C,415,C,269,C,142,C,101,C,54,C,12,C,1,C,-7777,C,492,C,461,C,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,415,C,269,C,142,C,101,C,54,C,12,C,1,C,-7777,C,-7777,C,3,C,12,C,40,C,61,C,107,C,220,C,19,C,0,C,38,C,0,C,76,C,0,C,58,C,0,C,0,C,0,C,0,C,0,C,0,C,40,C,17,C,2,C,-7777,C,-9999, ,-9999, ,-9999, ,-9999, ,0,C,310,C,309,C,304,C,278,C,187,C,37,C,0,C,0,C,0,C,2,C,86,C,237,C,306,C,310,C,310,C,583,C,450,C,808,C,358,C,23,C,36,C,32,C,26,C
GHCND:USC00357675,SENECA OR US,1420.4,44.1383,-118.975,201009,307,S,186,S,92,S,33,S,19,S,8,S,1,S,-7777,S,0,S,358,S,328,S,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,186,S,92,S,33,S,19,S,8,S,1,S,-7777,S,0,S,12,S,41,S,97,S,187,S,234,S,312,S,455,S,17,S,0,C,46,S,0,C,77,S,0,C,60,S,0,C,0,C,0,C,0,C,0,C,0,C,44,C,20,C,2,C,0,C,-9999, ,-9999, ,-9999, ,-9999, ,0,C,300,C,292,C,248,C,187,C,82,C,7,C,0,C,0,S,4,S,47,S,216,S,283,S,296,S,300,S,300,S,499,S,443,S,720,C,277,S,27,S,49,S,44,C,27,S
GHCND:USC00357675,SENECA OR US,1420.4,44.1383,-118.975,201010,101,S,38,S,9,S,1,S,1,S,-7777,S,0,S,0,S,0,S,190,S,165,S,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,38,S,9,S,1,S,1,S,-7777,S,0,S,0,S,0,S,82,S,173,S,299,S,446,S,507,S,600,S,755,S,61,S,0,S,98,S,0,S,135,S,12,S,101,S,8,S,5,S,4,S,0,S,1,S,0,S,72,S,32,S,3,S,-7777,S,-9999, ,-9999, ,-9999, ,-9999, ,0,S,295,S,243,S,149,S,56,S,9,S,0,S,1,S,2,S,18,S,134,S,272,S,305,S,310,S,310,S,310,S,406,S,372,S,593,S,220,S,23,S,60,S,44,S,30,S
GHCND:USC00357675,SENECA OR US,1420.4,44.1383,-118.975,201011,14,C,3,C,-7777,C,-7777,C,-7777,C,0,C,0,C,0,C,0,C,31,C,23,C,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,3,C,-7777,C,-7777,C,-7777,C,0,C,0,C,0,C,0,C,286,C,424,C,572,C,722,C,782,C,872,C,1022,C,70,R,5,P,131,R,60,P,210,R,145,P,144,R,74,P,35,S,27,S,-7777,S,8,S,3,S,122,C,58,C,2,C,0,C,-9999, ,-9999, ,-9999, ,-9999, ,0,C,180,C,68,C,19,C,-7777,C,0,C,0,C,28,C,20,C,62,C,154,C,270,C,297,C,300,C,300,C,300,C,309,C,247,C,433,C,186,C,42,C,55,C,44,C,56,C
GHCND:USC00357675,SENECA OR US,1420.4,44.1383,-118.975,201012,1,S,-7777,S,0,S,0,S,0,S,0,S,0,S,0,S,0,S,1,S,-7777,S,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-7777,S,0,S,0,S,0,S,0,S,0,S,0,S,0,S,531,S,685,S,840,S,995,S,1057,S,1150,S,1305,S,86,R,137,P,146,R,210,P,214,R,336,P,176,R,230,P,74,P,62,P,0,P,22,P,7,P,134,S,59,S,4,S,-7777,S,-9999, ,-9999, ,-9999, ,-9999, ,0,S,78,S,5,S,0,S,0,S,0,S,0,S,107,S,59,C,136,C,223,C,297,C,310,C,310,C,310,C,310,C,229,S,232,S,345,S,113,C,45,S,36,S,42,S,55,C
GHCND:USC00357310,ROME 2 NW OR US,1037.8,42.85917,-117.65694,201001,9,S,1,S,-7777,S,0,S,0,S,0,S,0,S,0,S,0,S,11,S,7,S,989,R,999,R,1000,R,1000,R,1000,R,1000,R,1,S,-7777,S,0,S,0,S,0,S,0,S,0,S,0,S,318,S,464,S,618,S,773,S,835,S,928,S,1083,S,21,R,0,P,73,R,0,P,102,R,30,P,79,R,25,P,10,S,8,S,0,S,2,S,-7777,S,73,C,22,C,1,C,1,C,65,S,4,S,39,S,15,S,0,S,166,S,34,S,1,S,0,S,0,S,0,S,55,S,10,S,58,S,138,S,279,S,308,S,310,S,310,S,310,S,300,S,206,S,403,S,198,S,47,S,43,S,41,S,61,S
GHCND:USC00357310,ROME 2 NW OR US,1037.8,42.85917,-117.65694,201002,27,S,5,S,1,S,-7777,S,0,S,0,S,0,S,0,S,0,S,42,S,30,S,945,R,993,R,1000,R,1000,R,1000,R,1000,R,5,S,1,S,-7777,S,0,S,0,S,0,S,0,S,0,S,171,S,290,S,425,S,564,S,620,S,704,S,844,S,29,R,0,P,59,R,0,P,96,R,0,P,64,R,-7777,P,1,S,1,S,0,S,0,S,0,S,57,S,22,S,-7777,S,0,S,11,S,0,S,4,S,0,S,0,S,227,S,106,S,21,S,-7777,S,0,S,0,S,15,S,3,S,22,S,98,S,243,S,278,S,280,S,280,S,280,S,349,S,243,S,470,S,227,S,41,S,35,S,48,S,40,S
GHCND:USC00357310,ROME 2 NW OR US,1037.8,42.85917,-117.65694,201003,120,S,45,S,12,S,2,S,1,S,-7777,S,0,S,0,S,0,S,146,S,121,S,658,R,920,R,996,R,1000,R,1000,R,1000,R,45,S,12,S,2,S,1,S,-7777,S,0,S,0,S,0,S,54,S,134,S,256,S,401,S,462,S,554,S,708,S,45,R,0,P,82,R,0,P,120,R,0,P,94,R,5,P,3,S,2,S,0,S,-7777,S,0,S,71,S,28,S,2,S,-7777,S,1,S,0,S,0,S,0,S,0,S,303,S,241,S,109,S,19,S,1,S,0,S,0,S,0,S,1,S,54,S,221,S,293,S,309,S,310,S,310,S,422,S,290,S,566,S,277,S,25,S,44,S,38,S,27,S
GHCND:USC00357310,ROME 2 NW OR US,1037.8,42.8592,-117.6569,201004,253,S,141,S,64,S,22,S,13,S,5,S,-7777,S,-7777,S,0,S,243,S,214,S,373,R,785,R,973,R,999,R,1000,R,1000,R,141,S,64,S,22,S,13,S,5,S,-7777,S,-7777,S,0,S,12,S,50,S,122,S,230,S,281,S,363,S,509,S,43,S,0,S,93,S,0,S,139,S,0,S,94,S,-7777,S,1,S,1,S,0,S,0,S,0,S,84,S,35,S,2,S,0,S,1,S,0,S,0,S,0,S,0,S,300,S,276,S,184,S,89,S,23,S,-7777,S,0,S,0,S,0,S,20,S,144,S,254,S,297,S,300,S,300,S,480,S,320,S,641,S,320,S,30,S,35,S,43,S,22,S
GHCND:USC00357310,ROME 2 NW OR US,1037.8,42.8592,-117.6569,201005,509,R,358,R,225,R,122,R,91,R,53,R,16,R,3,R,1,R,387,R,352,R,40,S,173,S,471,S,794,S,966,S,998,S,358,R,225,R,122,R,91,R,53,R,16,R,3,R,1,R,1,R,5,R,27,R,79,R,109,R,165,R,283,R,64,S,0,S,105,S,0,S,180,S,0,S,136,S,2,S,-7777,S,-7777,S,0,S,-7777,S,-7777,S,78,S,43,S,5,S,1,S,0,S,0,S,0,S,0,S,0,R,310,R,310,R,277,R,179,R,85,R,20,R,0,R,0,R,0,R,4,R,50,R,150,R,279,R,309,R,310,R,564,R,330,R,729,R,399,R,26,R,36,R,39,R,21,R
GHCND:USC00357310,ROME 2 NW OR US,1037.8,42.8592,-117.6569,201006,726,R,576,R,428,R,286,R,234,R,163,R,75,R,23,R,12,R,511,R,471,R,12,S,14,S,26,S,135,S,468,S,827,S,576,R,428,R,286,R,234,R,163,R,75,R,23,R,12,R,0,R,-7777,R,2,R,10,R,18,R,37,R,99,R,50,S,0,S,74,S,0,S,119,S,0,S,93,S,0,S,0,S,0,S,0,S,0,S,0,S,64,S,29,S,4,S,0,S,0,S,0,S,0,S,0,S,4,R,300,R,300,R,297,R,264,R,182,R,68,R,0,R,0,R,0,R,-7777,R,5,R,59,R,217,R,292,R,299,R,642,R,362,R,823,R,461,R,28,R,30,R,38,R,24,R
GHCND:USC00357310,ROME 2 NW OR US,1037.8,42.8592,-117.6569,201007,992,R,837,R,682,R,527,R,465,R,374,R,231,R,108,R,71,R,647,R,595,R,0,S,5,S,16,S,37,S,93,S,254,S,837,R,682,R,527,R,465,R,374,R,231,R,108,R,71,R,0,R,0,R,0,R,-7777,R,1,R,3,R,14,R,0,S,0,S,13,S,0,S,48,S,0,S,32,S,0,S,0,S,0,S,0,S,0,S,0,S,21,S,10,S,2,S,-7777,S,0,S,0,S,0,S,0,S,40,R,310,R,310,R,310,R,308,R,285,R,212,R,0,R,0,R,0,R,-7777,R,1,R,12,R,119,R,279,R,309,R,720,R,406,R,923,R,517,R,31,R,26,R,40,R,26,R
GHCND:USC00357310,ROME 2 NW OR US,1037.8,42.8592,-117.6569,201008,922,R,767,R,612,R,458,R,397,R,308,R,170,R,63,R,36,R,616,R,570,R,0,S,0,S,0,S,1,S,83,S,318,S,767,R,612,R,458,R,397,R,308,R,170,R,63,R,36,R,0,R,-7777,R,-7777,R,1,R,2,R,6,R,23,R,0,S,0,S,7,S,0,S,35,S,0,S,22,S,0,S,0,S,0,S,0,S,0,S,0,S,18,S,6,S,-7777,S,0,S,0,S,0,S,0,S,0,S,18,R,310,R,310,R,310,R,307,R,288,R,189,R,0,R,0,R,0,R,0,R,3,R,24,R,184,R,295,R,309,R,697,R,421,R,908,R,487,R,22,R,23,R,25,R,25,R
