"state","county","fips","elevation","mindate","maxdate","latitude","name","datacoverage","id","elevationUnit","longitude"
"Oregon","Polk",41053,73.2,"2010-01-01","2010-12-01",45.07472,"WILLAMINA, OR US",1,"GHCND:USC00359372","METERS",-123.48
"Oregon","Sherman",41055,570,"2010-01-01","2010-12-01",45.4825,"MORO, OR US",1,"GHCND:USC00355734","METERS",-120.7236
"Oregon","Sherman",41055,386.2,"2010-01-01","2010-12-01",45.5958,"WASCO, OR US",1,"GHCND:USC00359068","METERS",-120.7001
"Oregon","Tillamook",41057,3.7,"2010-01-01","2010-12-01",45.205,"CLOVERDALE, OR US",1,"GHCND:USC00351682","METERS",-123.8925
"Oregon","Tillamook",41057,3.7,"2010-01-01","2010-12-01",45.454,"TILLAMOOK, OR US",1,"GHCND:USC00358494","METERS",-123.8519
"Oregon","Tillamook",41057,42.7,"2010-01-01","2010-12-01",45.4294,"TILLAMOOK 6 SE, OR US",1,"GHCND:USC00358498","METERS",-123.7619
"Oregon","Umatilla",41059,140.2,"2010-01-01","2010-12-01",45.8619,"HERMISTON 2 NW, OR US",1,"GHCND:USC00353818","METERS",-119.3119
"Oregon","Umatilla",41059,110,"2010-01-01","2010-12-01",45.93056,"MCNARY DAM NUMBER 2, OR US",1,"GHCND:USC00355392","METERS",-119.29556
"Oregon","Umatilla",41059,1131.1,"2010-01-01","2010-12-01",45.5122,"MEACHAM NUMBER 2, OR US",1,"GHCND:USC00355394","METERS",-118.4231
"Oregon","Umatilla",41059,295.7,"2010-01-01","2010-12-01",45.9428,"MILTON FREEWATER, OR US",1,"GHCND:USC00355593","METERS",-118.4089
"Oregon","Umatilla",41059,453.2,"2010-01-01","2010-12-01",45.7206,"PENDLETON BR EXPERIMENTAL STATION, OR US",1,"GHCND:USC00356540","METERS",-118.6264
"Oregon","Umatilla",41059,317,"2010-01-01","2010-12-01",45.6703,"PENDLETON DOWNTOWN, OR US",1,"GHCND:USC00356541","METERS",-118.7964
"Oregon","Umatilla",41059,460.2,"2010-01-01","2010-12-01",45.691,"PENDLETON WEATHER FORECAST OFFICE, OR US",1,"GHCND:USC00356550","METERS",-118.8523
"Oregon","Umatilla",41059,524.3,"2010-01-01","2010-12-01",45.4756,"PILOT ROCK 1 SE, OR US",1,"GHCND:USC00356634","METERS",-118.8253
"Oregon","Umatilla",41059,1020.5,"2010-01-01","2010-12-01",45.1329,"UKIAH, OR US",1,"GHCND:USC00358726","METERS",-118.934
"Oregon","Umatilla",41059,195.4,"2010-01-01","2010-12-01",45.82583,"HERMISTON MUNICIPAL AIRPORT, OR US",1,"GHCND:USW00004113","METERS",-119.26111
"Oregon","Umatilla",41059,1134.8,"2010-01-01","2010-12-01",45.51139,"MEACHAM, OR US",1,"GHCND:USW00024152","METERS",-118.42472
"Oregon","Umatilla",41059,452.9,"2010-01-01","2010-12-01",45.6983,"PENDLETON E OR REGIONAL AIRPORT, OR US",1,"GHCND:USW00024155","METERS",-118.8547
"Oregon","Union",41061,954,"2010-01-01","2010-12-01",45.2964,"COVE 1 E, OR US",1,"GHCND:USC00351926","METERS",-117.7904
"Oregon","Union",41061,839.7,"2010-01-01","2010-12-01",45.3167,"LA GRANDE, OR US",1,"GHCND:USC00354622","METERS",-118.0747
"Oregon","Union",41061,842.8,"2010-01-01","2010-12-01",45.2081,"UNION EXPERIMENT STATION, OR US",1,"GHCND:USC00358746","METERS",-117.8758
"Oregon","Union",41061,826.9,"2010-01-01","2010-12-01",45.28333,"LA GRANDE MUNICIPAL AIRPORT, OR US",1,"GHCND:USW00024148","METERS",-118
"Oregon","Wallowa",41063,999.7,"2010-01-01","2010-12-01",45.7083,"ENTERPRISE 20 NNE, OR US",1,"GHCND:USC00352678","METERS",-117.1528
"Oregon","Wallowa",41063,1298.4,"2010-01-01","2010-12-01",45.3456,"JOSEPH, OR US",1,"GHCND:USC00354329","METERS",-117.2247
"Oregon","Wallowa",41063,1152.1,"2010-01-01","2010-12-01",45.523,"LOSTINE 4 NE, OR US",1,"GHCND:USC00355067","METERS",-117.3736
"Oregon","Wallowa",41063,890.9,"2010-01-01","2010-12-01",45.5722,"WALLOWA, OR US",1,"GHCND:USC00358997","METERS",-117.5314
"Oregon","Wasco",41065,405.4,"2010-01-01","2010-12-01",45.4538,"DUFUR, OR US",1,"GHCND:USC00352440","METERS",-121.1303
"Oregon","Wasco",41065,45.7,"2010-01-01","2010-12-01",45.6069,"THE DALLES, OR US",1,"GHCND:USC00358407","METERS",-121.2047
"Oregon","Washington",41067,59.1,"2010-01-01","2010-12-01",45.4633,"DILLEY 2 S, OR US",1,"GHCND:USC00352325","METERS",-123.1135
"Oregon","Washington",41067,54.9,"2010-01-01","2010-12-01",45.5247,"FOREST GROVE, OR US",1,"GHCND:USC00352997","METERS",-123.1025
"Oregon","Washington",41067,56.4,"2010-01-01","2010-12-01",45.498,"NATURE PARK BEAVERTON, OR US",1,"GHCND:USC00355945","METERS",-122.8394
"Oregon","Washington",41067,62.2,"2010-01-01","2010-12-01",45.54056,"PORTLAND HILLSBORO AIRPORT, OR US",1,"GHCND:USW00094261","METERS",-122.94861
"Oregon","Wheeler",41069,807.7,"2010-01-01","2010-12-01",44.9984,"FOSSIL, OR US",1,"GHCND:USC00353038","METERS",-120.2176
"Oregon","Wheeler",41069,1011.9,"2010-01-01","2010-12-01",44.5681,"MITCHELL 2 E, OR US",1,"GHCND:USC00355638","METERS",-120.1156
"Oregon","Yamhill",41071,230.4,"2010-01-01","2010-12-01",45.3127,"HASKINS DAM, OR US",1,"GHCND:USC00353705","METERS",-123.35
"Oregon","Yamhill",41071,47.2,"2010-01-01","2010-12-01",45.22139,"MC MINNVILLE, OR US",1,"GHCND:USC00355384","METERS",-123.16222
"Oregon","Yamhill",41071,157,"2010-01-01","2010-12-01",45.3033,"REX 1 S, OR US",1,"GHCND:USC00357127","METERS",-122.9133
"Oregon","Yamhill",41071,48.5,"2010-01-01","2010-12-01",45.19472,"MCMINNVILLE MUNICIPAL AIRPORT, OR US",1,"GHCND:USW00094273","METERS",-123.13389
